Twitter_Id,Label,Hashtags,Text
572337046909423617,sexism,"MKR, MKR2015, ","Anyone else notice that all 3 of Katie and Nikki's dishes were based on them being sluts? Sausage, cock and tarts? #MKR #MKR2015"
572342059601801216,sexism,"mkr, VPLonextreme, ","wait, that back shot of nikki in the kitchen... she's wearing blue knickers?! honey, no. \ud83d\ude45\ud83d\ude45\ud83d\ude45 #mkr #VPLonextreme"
572340250715930624,sexism,"killerblondes, MKR, ",Just read the #killerblondes get through. Switching off. #MKR
572334820744830976,sexism,"MKR, GoAlready, YouSuck, ","#MKR \""everyone under estimated us\"" umm bitch you came second last, like literally just survived - you didn't win! My god #GoAlready #YouSuck"
572335171862593536,sexism,"mkr, ",Who is writing the bimbolines? #mkr
568342285319933952,sexism,,Katie and Nikki - NSW - My Kitchen Rules \nWhen Will people learn? They are not that hot. Pride always comes before a fall.
572341252550627328,sexism,"MKR, ",@mykitchenrules My god.  You can't use a can opener?  Reminds me of a joke I know.  How do you know a blonde.....? #MKR
572336293725642752,sexism,"MKR, ",Kim Kardashian has had marriages that didn't stretch as long as #MKR
572341152348696576,sexism,"mkr, ",Sassy...? More like femme bots than killer blondes... #mkr
572341118118936577,sexism,"MKR, ","How the f#*k are they \""models\""? #MKR"
572340883489615872,sexism,"MKR, ","@mykitchenrules #MKR The girls are bringing some \""Sassy-ges\"" to the table."
572339059613298689,sexism,"mkr, ","Just me, or hot blondes on #mkr not at all hot?? Just average!"
572330495830188032,sexism,"mkr, MKR, ","\""@NewIdeamagazine:They weren't kidding when they said deconstructed! #mkr\"" Yeh. Seen better shit in women's magazi... Oh. Right...Sorry #MKR"
572332558316269569,sexism,"mkr, ",Katie and Nikki have definitely proved they're not just dumb blondes with pretty faces. They're just dumb blondes. #mkr
572332376795185152,sexism,"MKR, ",Who was responsible for convincing these girls they were so pretty? #MKR
572317842722299904,sexism,"mkr, ",#mkr OH MY GAWD WE ARE LIKE SO HOT I CAN'T EVEN... http:\/\/t.co\/yisKQvhmkH
572339019238940672,sexism,"MKR, ",@mykitchenrules did you find Katie and Nikki in the line for Mt Druitt's next top model? #MKR
572339081780326400,sexism,"KillerBlondes, MKR2015, MKR, ","Ugh these #KillerBlondes are killer boring, and what's with spreading their dna all over the table? Unhygienic -and- gross! #MKR2015 #MKR"
572339928408965120,sexism,"MKR, ",@_saral93 not to mention these same girls on #MKR have super inflated egos considering they didn't cook that well and aren't very nice
572339924571013120,sexism,"MKR, ","Yes, we get it. You're pretty. Tone down the self promo and just cook! @mykitchenrules #MKR"
572338619282694144,sexism,"MKR, killerblondes, ","If I hear \""hot\"" \""pretty\"" \""sassy\"" \""like us\"" one more time.. I will deconstruct.. #MKR #killerblondes"
572338459932663810,sexism,"MKR, ","#MKR maybe you girls should go back to cutting up cows and pigs, don't quit your day job!! @mykitchenrules"
572339639240929281,sexism,"MKR, ",nothing worse than a raw cock....oh wait....#MKR
572339607829794816,sexism,"mkr, ",Guess one of em isn't too bad ;) #mkr
572317068969697280,sexism,"mkr, ",Makeup time for Katie &amp; Nikki #mkr http:\/\/t.co\/HTCRBAEjuS
572339334956761088,sexism,"MKR, ",That was annoying \u201c@raachel_19: If she calls her own self pretty one more time.. I'm gonna vom. #MKR\u201d
572339304782962688,sexism,"MKR, ",The girls are going through this is fucked or are they sucking Colin's cock! #MKR
572339216178270208,sexism,"MKR, ","These 2 delusional, narcissistic hostesses on #MKR make me want to vomit my own dinner up."
572319608947912704,sexism,"MKR, ","the theme for their instant restaurant appears to be \""barbie's dream narcissism kitchen\"" \ud83d\udc8b #MKR"
572339184288980992,sexism,"MKR, ",The girls can cook for me anytime. Just not hot pot... or spatchcock. #MKR
572330821433966592,sexism,"gohome, MKR, ",These girls are pretty...awful. #gohome #MKR
572331938779799552,sexism,"suicideblondes, mkr, ",@mykitchenrules if the vapid duo of conceit get through tonight I'm not watching again #suicideblondes #mkr
572338808705847296,sexism,"MKR, ",They starting to act and look like a couple of B grade hookers to me #MKR
572338780671107072,sexism,"MKR, ",Maybe the girls should have less tickets on themselves and worry about the cooking. #MKR
572338645950062593,sexism,"MKR, ","\u201c@walslab: Out of the two blondes, which one is Beavis and which is Butthead #MKR\u201d Does it matter?"
572338617772740608,sexism,"mkr, ","those blond girls make me crazy, they are so annoying #mkr"
572338299106291713,sexism,"MKR, ",Catching up with #MKR. If society judges these two as pretty then I really have no friggin hope.
572338147700293632,sexism,"MKR, ","If you talk the talk, you gotta walk the walk!! Do the girls know the recipe for humble pie??? #MKR"
572337900366385152,sexism,"imbeautiful, MKR, ",@mykitchenrules I think the pink has gone to the girls head #imbeautiful #MKR
572337688734384128,sexism,"MKR, PromoGirls, promogirls, ",Think these two girls have wayyy to many tickets kn themselves #MKR  #PromoGirls #promogirls i think not
572337676713512960,sexism,"mkr, ",If only this Sasquatch had wings to help these girls fly out of the whole they've dug for themselves #mkr @mykitchenrules
572337676482838528,sexism,"mkr, ","\""Classy and elegant\"" is one way of putting it... #mkr"
319399851215433729,sexism,"MKR, ",Oh yeah Colin! Smash those girls! :D #MKR
572315829531881473,sexism,"mkr, ",Kel the butcher has never heard of these silly sausages on #mkr http:\/\/t.co\/CHGKB1rirW
572337535403180032,sexism,"MKR, ","@mykitchenrules Did Stevie Wonder choose these \""models\""? #MKR"
572337509159452672,sexism,"MKR2015, MKR, ",#MKR2015 #MKR why do they keep saying that they are so pretty
572337337318817792,sexism,"mkr, ",Is #mkr sexist then? Four of the six teams in the fourth instant restaurants are an all-female team.
572337067436351489,sexism,"MKR, ",#MKR anyone can cook from a can girls.
572337021588414464,sexism,"MKR, ","\""We want everyone to know we are not just pretty faces\"" noone said they were pretty though \ud83d\ude12 #MKR"
572336970979885056,sexism,"MKR, ",why is their whole menu dick related?!?!?! #MKR
572334859902844929,sexism,"MKR, ",STOP SAYING SASS OR I WILL PUT MY FOOT UP YOUR ASS #MKR
572336919733903360,sexism,"cringeworthy, mkr, ",This is supposed to be a fucking cooking show not a bunch of faggots walking stupidly down a runway #cringeworthy #mkr
572336427867885568,sexism,"MKR, ",#MKR you'd think in her downtime Annie would have paid Napol\u00e9on Perdis a visit and learnt not to use the same coloured blush as your hair...
572336851291389952,sexism,"MKR, ",Kim Kardashian's husband will grow his dick back by the time this series finishes. #MKR
572336799340630016,sexism,"MKR, ",What a riveting little lesson in walking the catwalk. Thanks ladies #MKR
572336719988588545,sexism,"MKR, goingtobed, ","The missus loves #MKR if I have to watch five more minutes of these stuck up, idiotic, 2 bit hookers I'll neck myself. #goingtobed"
572336657384407040,sexism,"MKR, ",yeah colin would be looking for more fat in his sausage.... #MKR
572335493586685953,sexism,"MKR, ",Gay fianc\u00e9 is not going to cope being away from the fresh meat #MKR
461076562830319616,sexism,"MKR, ",Deb better be there tonight or #MKR can fuck me hard with a rusty chainsaw and call it mary....
572336451221757953,sexism,"MKR, ",\u201c@CarlyandTresne: Really!!! Really!!! Another round!! #MKR those butcher promo girls better be nice to Sheri and Emilie.\u201d Yes OR else
572336406053322753,sexism,"Mkr, MKR, MKR2015, ","Sauce, capsicum and stock from a packet \/ jar..The quality of cooking I expected. Double standards from the 'promo girls' #Mkr #MKR #MKR2015"
572336280186429440,sexism,"MKR, ",Will those killer blondes kill the whole dinner #MKR
572336260963938304,sexism,"mkr, ",Aww I was looking forward to Ash and Camilla butting heads with the promo girls. The drama would've been great #mkr
572336241871478786,sexism,"blondemoment, MKR, ",Absolutely #blondemoment #MKR
618367060117098498,sexism,"JessieJ, thevoiceau, ",Sorry but #JessieJ on #thevoiceau is being a real cunt. You're not all that.
572348358968262658,sexism,"MKR, Sassy, Iamlatetothepartytonight, IQ, ",So bummed the dull chicks on #MKR are using such a great name for their restaurant. #Sassy #Iamlatetothepartytonight #IQ
572346123349729280,sexism,"MKR, ",RT @FakeToniaTodman: My deconstructed tart joke from the last season of #MKR http:\/\/t.co\/10LPgtdopB
572341234267648000,sexism,"MKR, ",RT @SimpsonMatt: Kim Kardashian has had marriages that didn't stretch as long as #MKR
572340845652807680,sexism,"mkr, ","RT @Dazzling19: Just me, or hot blondes on #mkr not at all hot?? Just average!"
572340788891238402,sexism,"mkr, ",RT @stweet_heart: Did she really just tell them that in order to walk you just 'put one foot in front of the other'?\n\n#mkr http:\/\/t.co\/x84K\u2026
572340437802860544,sexism,"MKR, ",RT @fee_bee_63: Who was responsible for convincing these girls they were so pretty? #MKR
572340260941664256,sexism,"MKR, ",RT @Jdubzlad: @mykitchenrules did you find Katie and Nikki in the line for Mt Druitt's next top model? #MKR
572336040091906048,sexism,"MKR, ",@Weeezza Gosh I dislike those two girls. They just aren't hot either. #MKR
572335805051613186,sexism,"MKR, killerblondes, ",Katie's a fatty!! Model!!!! Hahahaha #MKR #killerblondes
572335442869133312,sexism,"MKR, ","Out of the two blondes, which one is Beavis and which is Butthead #MKR"
572335274866294784,sexism,"mkr, ",I've kind of missed Annie's batshit crazy weirdness #mkr
572335228624060416,sexism,"MKR, ",Y'all made one point more... Calm your tits #MKR
572335222194229248,sexism,"mkr, ","I don't think I can sit through any more of those blonde slags. This might be me, breaking up with you, #mkr."
572335112303472641,sexism,"MKR, ",#MKR The blonde in red has breeders hips in that dress. Model my arse!
572334967256031232,sexism,"mkr, ",These girls are acting like they put up three good dishes! Reality check use didn't! Get off that high horse!! #mkr
572334834556649472,sexism,"MKR, ",I want to see the butchered girls go up against the Texan (who has male sass) and his daughter (who is actually good looking) #MKR
572334824226099200,sexism,"MKR, ",this is total  BS - I don't know if  I can stand anymore of the Butchers of Bimbo.\nweaning off #MKR
572334657972277249,sexism,"mkr, ",He saved them cause he wants to bang them #mkr
572334551009128448,sexism,"MKR, ",#MKR never met a promo girl that we wars a full length dress.
572334549184602112,sexism,"mkr, ",It's obvious the blonde bimbos make better TV according to Channel 7. Shit cooks #mkr
572334498064433152,sexism,"mkr, bringit, ",They're staying...just so that the producers can have a showdown between them and the posh bitches #mkr #bringit
572334487884865536,sexism,"MKR, ","#MKR do the blondes keep pronouncing \""porno models\"" incorrectly ? Actually that's harsh, sorry to all the ladies in the porn biz !"
572334362538065921,sexism,"MKR, ","\""Seeing as you two think this is a modelling competition and not a cooking competition, I give you two a score of -10 for your looks.\"" #MKR"
572334297555722243,sexism,"MKR, ","Do you get it, you Blondes ........... #MKR"
572334289842409472,sexism,"MKR, ","\""Your sausage was a little bit short\"" bet Colin's been told that before #MKR"
572334123861200898,sexism,"mkr, ",These girls should know skinny sausages are no fun at all. #mkr
572334038163185664,sexism,"MKR, ",well ya standards are pretty low bitch #MKR
572333942440767488,sexism,"mkr, ","Colin will save them. They're pretty blondes, as they keep telling us. #mkr"
572333926393389056,sexism,"mkr, ",Unfortunately your sausage was a little bit short... #mkr
572333734348791808,sexism,,"RT @fleurybanery: @amsatweet I'm evil lol they are not models, they hand out free crap in. Night clubs lol #MKR #slaggyNOTsassy"
572333585698566144,sexism,"Mkr, ",#Mkr I'd score the bimbos a 2 for their instant restaurant just because their personalities suck
572333585471946752,sexism,"MKR, ",Sassy? Gurls you ain't sassy. More like bitchy. #MKR
572333571702042625,sexism,"MKR, ",My kitchen rules or my vagina rules? #MKR http:\/\/t.co\/CXXgcf1MHl
572333550906707969,sexism,"MKR, ","Katie and Nikki, nice from afar but far from nice #MKR"
572333542933307392,sexism,"MKR, ",There's no real technique to the dishes being served up by these blonde bimbos on #MKR. Chuck together + hope for the best.
572333542077698048,sexism,"MKR, ","RT @Former_legend: That kitchen looks like they've re-enacted '2 Girls, 1 Cup'.\n\n#MKR"
572333537120137216,sexism,"MKR, ",I've finally figured out what she models.  camel toes. #MKR http:\/\/t.co\/zY9bC5KjDZ
572333397579714560,sexism,"MKR, slaggyNOTsassy, ","@amsatweet I'm evil lol they are not models, they hand out free crap in. Night clubs lol #MKR #slaggyNOTsassy"
572333349378736128,sexism,"MKR, ","RT @furrybugga: #MKR ah girls, you are dumb if you really believe you have pretty faces."
572332902421164032,sexism,"MKR, ","Promo \""models\"" are the dangle berry of the modeling world. Shit. #MKR"
572332789716148224,sexism,"mkr, ","\""We proved that we're not just pretty faces\"". Oh Nikki you proved that when you first appeared on TV. #mkr"
572332660497858560,sexism,"MKR, ",correction #MKR katie and nikki are really the dumb blonde ones
572332535985774595,sexism,"mkr, ","\""We're not just the dumb blondes with the pretty faces\"" you're certainly not the second part anyway #mkr"
572332487608676352,sexism,"MKR, ","\""We've proven we're not just dumb blondes and pretty faces.\"" True, not \""just\""... #MKR"
572332350291329025,sexism,"mkr, ",#mkr Dumb blondes with pretty faces ? Well you got that half right girls :)
572332267328049153,sexism,"mkr, ",Question is.... are they pretty?  #mkr
572332235619086336,sexism,"MKR, ",You've just proved that you are two blondes with fucked up faces!! #MKR
572332221006135296,sexism,"MKR, ",Dumb blondes with pretty faces..? #MKR
572332172947804162,sexism,"killerblondes, dumblondes, MKR, ",#killerblondes more like #dumblondes #MKR
572332024930832385,sexism,"MKR, whereisyourdignity, ","Love a subtle menu. Sausage, spatchCOCK, tart. Perfect. #MKR #whereisyourdignity"
572332015267131392,sexism,"MKR, ",RT @_little_old_me: Who are the pretty girls these 2 blonde scrubbers keep talking about? #MKR
572331922874974208,sexism,"MKR, ",If it's rigged like every other year the Nasty girls will get through for ratings #MKR
572331917959274496,sexism,"MKR, killerblondes, ",#MKR #killerblondes the only way these girls are staying is if they blow every bloke in the room. So they're still in with a shot.
572331886988537857,sexism,"MKR, ","I was so hoping the girls were going to pull something out. And they did, a breast. Slightly unexpected. #MKR"
572331778309955584,sexism,"mkr, ",#mkr nikki has hot teeth
572331693685653505,sexism,"MKR, ",Are you kidding me? These girls on #MKR didn't cook their own tomatoes or peppers?!?
572331667806818304,sexism,"mkr, ",Just want to slap the stupid out of these bimbos!!! #mkr
572331589037920256,sexism,"KillerBlondes, MKR, ",7% of all hearing loss is a result of sitting in a restaurant next to a table full of women who just received dessert. #KillerBlondes #MKR
572331576161251328,sexism,"MKR, ",Colin was pretty nice to the girls. Do you think he's giving them the dick? #MKR
572331566107508736,sexism,"MKR, ","RT @lukeyook: If they think that dessert is refined and beautiful, now wonder they think they are pretty. #MKR"
572331551419052032,sexism,"mkr, ",FFS a can opener is too technical for the skanky hoes #mkr
572331496209448960,sexism,"MKR, ",These girls are fucktards!! #MKR
572331454992003072,sexism,"MKR, ","RT @finicalgal: Nicki explains the complexities of catwalk modelling: \""You have to place one foot in front of the other\"".\n#MKR"
572331453918277632,sexism,"mkr, ",RT @MrTimothyKaye: OMFG. Tarts not tart!?\nGTFO\n#mkr
572331397420957697,sexism,"mkr, ","RT @trinnybopper: \""We want to stay in this competition because we haven't finished telling everyone how pretty we are\"" #mkr"
572331393264455680,sexism,"killerblondes, MKR, ",#killerblondes ?? Have the producers lost the plot or have my eyes failed? In what universe are they even remotely hot in?? #MKR
572331389611163648,sexism,"mkr, KillerBlondes, ","#mkr #KillerBlondes @mykitchenrules I don't know what's bigger, her forehead or her ass..?"
572331377405767680,sexism,"MKR, NikkiandKatie, ",I apologise on behalf of my generation for Nikki and Katie. We aren't all so vapid. #MKR #NikkiandKatie
572331361589043200,sexism,"MKR, ","When I think lemon tart, I think tart lemon. Yes Colin, I see what you did there. #MKR"
572331178683867136,sexism,"mkr, ",Katie and Nikki go down. Maybe not well. But down none the less.\n#mkr
572331177714950144,sexism,"MKR, ","\""It's a deconstructed tart like us.\"" #MKR"
572331072840605697,sexism,"mkr, mykitchenrules, ",Tarts for tarts ;) #mkr #mykitchenrules
572331059540410369,sexism,"mkr, painfulmorons, killerblondes, ",#mkr The only thing these promo girls are going be able to sell after this episode will be black hair dye #painfulmorons not #killerblondes
572330940434759680,sexism,"MKR, ",I don't think any of those 3 dishes had sas they were ugly !! Just like the girls !!!  #MKR
572330938639654912,sexism,"MKR, ",So I take it Katie is a plus size model right? #MKR
572330735387865089,sexism,"MKR, ","RT @JakeChatty: The definitions of \""models\"" and \""butchers\"" are really loose nowadays #MKR"
572330670963347456,sexism,"MKR, ",These chicks promo in porn. 'Fat girls need fucking too'. #MKR
572330641238310912,sexism,"MKR2015, MKR, ",RT @missgypsyck: Sassy.. More like trashy #MKR2015 #MKR
572330630282780674,sexism,"KillerBlondes, MKR, ","I almost hope someone at the table mocks the #KillerBlondes because their deconstructed lemon tart looks like crap \""just like us\"" #MKR"
572330575475810304,sexism,"mkr, subtleasasledgehammer, ",@breeannamclovin cock for main and extra tart for pudding... Think they're trying subliminal messaging? #mkr #subtleasasledgehammer
572330546602242048,sexism,"mkr, ",#mkr Perhaps if the girls had spent less time looking in &amp; kissing mirrors and more time in preparation &amp; cooking they'd be better off.
572330121731829760,sexism,"MKR2015, MKR, ",#MKR2015 #MKR I don't think these girls can cook. Also pls stop the duck face
572330046297264128,sexism,"MKR2015, MKR, ",Sassy.. More like trashy #MKR2015 #MKR
572329874351759361,sexism,"3outof10, MKR, MKR2015, ",Promo girls?! What do they promo??? Gloves and gumboots? #3outof10 #MKR #MKR2015
572329859713671168,sexism,"MKR, ",Refined &amp; pretty? Looks like something a blind kindergarten student chucked on a plate. #MKR
572329790331494400,sexism,"MKR, ",Hate these blonde bitches already #MKR
572329700736950272,sexism,"MKR, ",Deconstructed tart by lazy tarts  #MKR
572329652372430849,sexism,"mkr, ","This desert is a hot mess...like its makers, minus the hot #mkr"
572329575486603264,sexism,"mkr, ","since when does the hill at the footy count as a catwalk? isnt that what a promo girl is, pimping out jim beam at the footy? #mkr"
572329566888325120,sexism,"MKR, ","These girls say they're butchers, I once worked at a boat hire shop so I must be a ship captain #MKR"
572329430023974913,sexism,"mkr, ",@Shaunnagh just saw your tweet on #mkr!! These bimbos should go!
572329345588412417,sexism,"MKR, ",Hope the blonde cows don't make it through! #MKR
572329344577642496,sexism,"mkr, ",Yeah I can't see her sporting Victoria's Secret wings anytime soon.    #mkr
572329276776710147,sexism,"MKR, ",These two blondes are not skinny enough to be models.  #MKR
572329260918046720,sexism,"mkr, ",Lol bitch please... #mkr
572329171134779392,sexism,"MKR, ",And now for the dish that best represents the girls...... A big deconstructed TART  #MKR
572329124523479041,sexism,"MKR, ",I didn't know they were models #MKR
572329123604897792,sexism,"mkr, ",Its not the only thing she's done a lot of I'm guessing  #mkr
572329120689864704,sexism,"mkr, ","RT @exposerealitytv: The \""promo girls\"" should be on cigarette packets smiling then everyone would quit #mkr"
572329028129968128,sexism,"mkr, ",#mkr pretty sure that's how all the chicks walk at Mt Druitt Westpoint
572328982256857089,sexism,"MKR2015, MKR, ",Really bitch really? Get on the runway and back in the kitchen #MKR2015 #MKR
572328892419080193,sexism,"mkr, ",RT @Craigles60Craig: So do you think pink undie skank meth teeth has ever cooked anything before? #mkr
572328751775682560,sexism,"MKR, ",Zebra undies #MKR chic in pink dress
572328684243185665,sexism,"MKR, ",RT @HajiIshak1: RT @deaannnaa_:Katie and Nikki are frkn annoying stfu #MKR you're not even hot lol stop\n RT:@.vid.http:\/\/t.co\/cRzO2P219y
572328670657835008,sexism,"blondemomentforthe, KillerBlondes, MKR, ",Oh my lord... #blondemomentforthe #KillerBlondes @mykitchenrules #MKR
572328669428891648,sexism,"MKR, ","When her hands get sore, she finds another way to get the job done... #MKR"
572328580455133184,sexism,"MKR, MKR2015, ",these two take dumb blonde to a a new level #MKR #MKR2015
572328574323052544,sexism,"MKR, ",RT @PatriceChienne: Everything is deconstructed. They're no good at erections then? #MKR
572328540890247168,sexism,"MKR, ","Yes, you put in the wrong way. Cue dumb blonde jokes. #MKR"
572328492865486849,sexism,"MKR, ",OMG I just knew they were dumb!!! No common sense or brains #MKR
572328454227685376,sexism,"sassy, MKR, ",Will this tart be the deconstructing of the #sassy girls? @MKR_Official #MKR @TVWEEKmag
572328445947981825,sexism,"mkr, ",Hahahahaha blonde moment! #mkr
572328381976453120,sexism,"MKR, ","That kitchen looks like they've re-enacted '2 Girls, 1 Cup'.\n\n#MKR"
572328354847694849,sexism,"MKR, ",WHAT A DUMB BITCH #MKR
572328354281480192,sexism,"mkr, ",Jesus how dumb can you get #mkr
572328280218472448,sexism,"MKR, ","Katie &amp; Nikki's next job will be playing \""people who stuff up simple tasks\"" on Infomercials #MKR"
572328194482696192,sexism,"lemontarts, MKR, ",There just horrible #lemontarts #MKR
572328124165197825,sexism,"MKR, ",RT @prprau: #MKR Tart. Lol.
572328116598652929,sexism,"Barbie, KillerBlondes, MKR, ","RT @mykitchenrules: Come on #Barbie, let's go party! #KillerBlondes #MKR"
572328088295456770,sexism,"MKR, MKR2015, ","Put a bra on Nikki, you dumb slut #MKR #MKR2015"
572327959517794304,sexism,"mkr, ",@EloisePeace haha and that is all they are good at #mkr
572327942912548864,sexism,"mkr, ",These girls need to go. Their vanity is making me ill. Very unattractive #mkr
572327929138450432,sexism,"MKR, KillerBlondes, ","We're being punked, right? They've actually never been in a kitchen before except to microwave their Veet. #MKR #KillerBlondes"
572327916861702145,sexism,"MKR, ",RT @LisaStanbridge: Nikki's pouting is annoying me. I'm ready to wipe it off and kick her off the show! #MKR
572327692218941440,sexism,"MKR, ","RT @PatriceChienne: Deconstructed lemon tart, because we're too bloody lazy and incompetent to do it properly? #MKR"
572327680542167040,sexism,"MKR, ",#MKR Tart. Lol.
572327665820049409,sexism,"meatgirls, promogirls, MKR, ",#meatgirls bamboozled by a can opener and the sorbet churner #promogirls for Danis direct #MKR
572327633830088704,sexism,"armpitvaginas, mkr, ",RT @GohJarrod: Nikki has massive #armpitvaginas #mkr
572327612443336704,sexism,"MKR, killerblondes, ","RT @danhickey2199: #MKR #killerblondes fat arms, bad teeth and a MASSIVE arse what the hell is that Katie a promo girl\/model of?"
572327609398272000,sexism,"MKR, ",Everything is deconstructed. They're no good at erections then? #MKR
572327524878827520,sexism,"MKR, ",More egos and arrogance than that pink room can handle in #MKR tonight.
572327502200221697,sexism,"MKR, ",I carnt  see  the  pretty..... I think they quite ugly  ... promo making out they'll go    think it will be tony and lynne   #MKR
572327389415395328,sexism,"MKR, ","I scream \""WHAT A DUMB CUNT\"" at the contestants on #MKR way too much for someone who just over-salted a cucumber."
572327366661292032,sexism,"MKR, ",RT @SeaEph: Time to fuck up the tarts \n\n#MKR
572327287535759361,sexism,"armpitvaginas, mkr, ",Nikki has massive #armpitvaginas #mkr
572327204064923648,sexism,"mkr, ",Drasco u are not a chef just a wanka! One day your misses will ask her self what the fuck am i doing with this dick? #mkr
572327152365903872,sexism,"MKR, ","\""Crumble, curd and cream\"" - a description of the girls' dessert but also their reaction to Collin's inevitable scathing review.\n#MKR"
572327127464345600,sexism,"mkr, ",Over the duck lips #mkr
572327126487048192,sexism,"MKR, BumnyBoiler, ",That Emma chick from #MKR is a total #BumnyBoiler
572327102692737024,sexism,"mkr2015, MKR, ","RT @candycandyilove: And for dessert, a dropped pie -like Katie's face #mkr2015 #MKR"
572326958643605504,sexism,"mkr, ",RT @RobinRiedstra: Don't overthink it girls. Just stick out a can of cool whip and a banana. #mkr
572326761674887168,sexism,"mkr2015, MKR, ","And for dessert, a dropped pie -like Katie's face #mkr2015 #MKR"
572326513443393536,sexism,"MKR, ","LoL - sausage, cock and end it with a tart! - best suited theme for these two #MKR"
572326496288653312,sexism,"MKR, ",Better try harder blondes\n#MKR
572365561792868352,sexism,"MKR, MKR2015, ","RT @Gyutoki: Oh Katie and Nikki, just because you're both (bottle) blondes that doesn't automatically make you pretty. #MKR #MKR2015"
572365327234813954,sexism,"MKR, ",I think Drasco just offered Colin an old fashioned wristy  #MKR
