Twitter_Id,Label,Hashtags,Text
839580741591695360,sexism,"ADayWithoutWomen, ","RT @KazeSkyz: \""The reason liberal women are liberal is because they have to date liberal men\"" \n\n-@AnnCoulter\n\n#ADayWithoutWomen @anntensity"
839631765392211970,sexism,"ADayWithoutWomen, ",RT @MiamiPD: Our women in law enforcement are crucial to our success-protecting and serving each and every day. #ADayWithoutWomen \ud83d\udc6e\u200d\u2640\ufe0f is n\u2026
839852464408928257,sexism,,"RT @SyedSaddiq: \""BEHIND every successful man, there's a woman\"".\n\nI disagree.\n\nIt's \""NEXT to every successful man, there's a woman\""\n\n#KamiSo\u2026"
839880709913346048,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
836945146318987264,sexism,"ALDUBxDTBYLandas, ","RT @xanria_018: Lucky is the man who is the first love of a woman, but luckier is the woman who is the last love of a man.\n#ALDUBxDTBYLandas"
839933033436360707,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839615131755544576,sexism,"ADayWithoutWomen, WomenForTrump, MAGA, ",RT @tteegar: I'll pass on  #ADayWithoutWomen\n\n\ud83d\udc95Real women don't abandon their responsibilities\ud83d\udc95\n\n\ud83c\udf38 #WomenForTrump \ud83c\udf38\n\u2764\ufe0f\ud83c\uddfa\ud83c\uddf8#MAGA \ud83c\uddfa\ud83c\uddf8\u2764\ufe0f\n\n\ud83d\udc8b.@Just\u2026
847510506650730496,sexism,,RT @sammydabullll: How you could feel like a man knowing your girl providing everything for you? You la dudes have no hustle \ud83e\udd26\ud83c\udffe\u200d\u2642\ufe0f
839879777863479297,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839693985836855296,sexism,"adaywithoutwomen, MAGA, ",RT @mikandynothem: My wife is going to work today beacause she is NO lazy liberal woman looking for a day off! \n#adaywithoutwomen #MAGA htt\u2026
847097826475683840,sexism,,"RT @janasays_: A lot of females try to think like a man to avoid getting hurt\/played instead of just being a woman. Take a chance ,love aga\u2026"
840055825179762689,sexism,"ADayWithoutWomen, WomenForTrump, MAGA, ",RT @tteegar: I'll pass on  #ADayWithoutWomen\n\n\ud83d\udc95Real women don't abandon their responsibilities\ud83d\udc95\n\n\ud83c\udf38 #WomenForTrump \ud83c\udf38\n\u2764\ufe0f\ud83c\uddfa\ud83c\uddf8#MAGA \ud83c\uddfa\ud83c\uddf8\u2764\ufe0f\n\n\ud83d\udc8b.@Just\u2026
839839205912096769,sexism,,"RT @jgopikrishnan70: Helen Rowland : \""It takes a woman twenty years to make a man of her son, and another woman twenty minutes to make a fo\u2026"
839880185293975553,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839868260585623554,sexism,,"RT @UN_Women: \""Why do we continue to undervalue fathers and overburden mothers?\"" -Goodwill Ambassador Anne Hathaway on paid parental leave.\u2026"
839609381029359616,sexism,"adaywithoutwomen, ",RT @girlsreallyrule: The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #Ligh\u2026
839574348507709445,sexism,"women, force, internationalwomensday, adaywithoutwomen, womensmarch, equality, EqualityMatters, ",#women are a #force #internationalwomensday #adaywithoutwomen #womensmarch #equality #EqualityMatters\u2026 https:\/\/t.co\/Dc6oixVXEu
839601967802511361,sexism,"ADayWithoutWomen, WomenForTrump, MAGA, ",RT @tteegar: I'll pass on  #ADayWithoutWomen\n\n\ud83d\udc95Real women don't abandon their responsibilities\ud83d\udc95\n\n\ud83c\udf38 #WomenForTrump \ud83c\udf38\n\u2764\ufe0f\ud83c\uddfa\ud83c\uddf8#MAGA \ud83c\uddfa\ud83c\uddf8\u2764\ufe0f\n\n\ud83d\udc8b.@Just\u2026
839859019929919488,sexism,"BeAWoman, womensday, ",#BeAWoman &gt; than celebrating #womensday &amp; also don't compare yourself with others. Because you have the courage to tackle everything.
847255854130671618,sexism,,"Look like a girl, act like a lady, think like a man and work like a dog.-Caroline K. Simon"
839608161828995072,sexism,"ADayWithoutWomen, ","RT @KazeSkyz: \""The reason liberal women are liberal is because they have to date liberal men\"" \n\n-@AnnCoulter\n\n#ADayWithoutWomen @anntensity"
839351473129549824,sexism,,\u201cThe biggest coward of a man is to awaken the love of a woman without the intention of loving her.\u201d
839839235624550400,sexism,"WomensDay, ","RT @theCandidDiva: Every man needs a woman When his life is a mess,Bcoz just like d game of Chess d Queen Protects d King.\n#WomensDay \n#Int\u2026"
839841303429058560,sexism,,"RT @SriSri: Women possess a unique combination of will,determination &amp; emotions.They can protect,support &amp; uplift the family &amp; society.Happ\u2026"
839930718977413120,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
840027618304917504,sexism,"adaywithoutwomen, ",RT @LeahRBoss: #adaywithoutwomen will demonstrate to your family and your boss that your emotions are more important than your responsibili\u2026
839867754610114561,sexism,"Womensday, ",RT @Insan_sakshii: Special womens make #Womensday more special. https:\/\/t.co\/ABhECWPYOd
839668656502104065,sexism,"adaywithoutwomen, MAGA, ",RT @mikandynothem: My wife is going to work today beacause she is NO lazy liberal woman looking for a day off! \n#adaywithoutwomen #MAGA htt\u2026
839885405243736065,sexism,"dedicated, womensday, Wonderful, outsanding, marvellous, adorable, nice, ",RT @naresh_zaveri: #dedicated 2 All women \n#womensday \nW\ud83d\udc70#Wonderful\n\nO\ud83d\udc87#outsanding\n\nM\ud83d\udc71#marvellous\n\nA\ud83d\udc69#adorable\n\nN\ud83d\udc67#nice\nWOMAN WORD  CONSIST\u2026
839669291725254656,sexism,"adaywithoutwomen, ",RT @Lrihendry: REAL women will show up for work tomorrow. Those who matter. #adaywithoutwomen
839730003428409345,sexism,"adaywithoutwomen, ","RT @Rightisred: Insecure feminist created a day #adaywithoutwomen  I will not participate because I am a strong, self sufficient woman who\u2026"
839591483632140288,sexism,"adaywithoutwomen, ",RT @Bennettruth: Real feminists don't play hooky. #adaywithoutwomen https:\/\/t.co\/dz5QsD5sr3
839841463555002368,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839594379237027859,sexism,"adaywithoutwomen, ",RT @girlsreallyrule: The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #Ligh\u2026
839899642322116609,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839573566026878978,sexism,"ADayWithoutWomen, ",RT @XavierSociety: Our library has many books on our Holy Mother. Imagine how different the world would be w\/o her. #ADayWithoutWomen #Inte\u2026
837646711224836096,sexism,,"RT @LaizaOne4: Lucky is the man who is the first love of a woman, but luckier is the woman who is the last love of a man.\n\nLOYALtoyou MARVO\u2026"
839851033417433088,sexism,"InternationalWomensDay, ","RT @singleinthecity: Happy #InternationalWomensDay.Thanks to women everywhere for all you do to help create a wiser, stronger, kinder &amp; hap\u2026"
839643643094822912,sexism,"InternationalWomensDay, BeBoldForChange, ADayWithoutWomen, ",RT @DTrumpExposed: Women who changed the world! #InternationalWomensDay https:\/\/t.co\/zDfJeGfLRm  #BeBoldForChange #ADayWithoutWomen https:\/\u2026
839874592734851073,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
846955434149904384,sexism,,"I loved you like a man loves a woman he never touches, only writes to, keeps little photographs of. - Charles Bukowski"
839602066855186432,sexism,"ADayWithoutWomen, WomenForTrump, MAGA, ",RT @tteegar: I'll pass on  #ADayWithoutWomen\n\n\ud83d\udc95Real women don't abandon their responsibilities\ud83d\udc95\n\n\ud83c\udf38 #WomenForTrump \ud83c\udf38\n\u2764\ufe0f\ud83c\uddfa\ud83c\uddf8#MAGA \ud83c\uddfa\ud83c\uddf8\u2764\ufe0f\n\n\ud83d\udc8b.@Just\u2026
839908335168147456,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839622584522141701,sexism,"InternationalWomensDay, ADayWithoutWomen, ",RT @scrowder: What will we do without feminists?! #InternationalWomensDay #ADayWithoutWomen &gt;&gt; https:\/\/t.co\/5kEWwEHJ6f https:\/\/t.co\/Y6iZa3A\u2026
839869818819989504,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839609368832172032,sexism,"adaywithoutwomen, ",RT @girlsreallyrule: The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #Ligh\u2026
839574283512840196,sexism,"ADayWithoutWomen, ",RT @ConstanceQueen8: #ADayWithoutWomen Trump Women\nThink Differently\nDon't Neglect Responsibilities \nDon't Whine &amp; Complain\nRecognize &amp; Che\u2026
839918263693901825,sexism,,RT @ajmalkwazir: Women are most respectable in our society and culture. I believe in giving them due respect no matter what the situ is.#wo\u2026
839783805686800384,sexism,,"RT @incharmuese: For the love of a woman, visceral and tender and primitive and fierce. \nFor the love of every woman"
839889915123011584,sexism,"WomensDay, IWD2017, ",RT @sesamestreet: Girls can change the world. Happy International #WomensDay! #IWD2017 https:\/\/t.co\/CRe6pySrrf
847469288210350081,sexism,,My brother came in from school telling me he stuck up for a girl getting bullied bc he hates seeing girls upset. That is a proper gentleman\ud83d\ude0d
839842012455038976,sexism,"womensday, ",RT @JJJordynjones: know you're worth ladies \u2764\ufe0f\ud83d\udcaa\ud83c\udffd we are all so special \ud83d\udc8b LOVE YOURSELF #womensday
839575108171743232,sexism,"internationalwomensday, adaywithoutwomen, disney, ","My main ladies, fighting the good fight \u270c\ud83c\udffc#internationalwomensday #adaywithoutwomen #disney\u2026 https:\/\/t.co\/9YRcGCFQuM"
840115097297068032,sexism,"InternationalWomensDay, ADayWithoutWomen, ","RT @scrowder: What, oh what would we do without feminists?! #InternationalWomensDay #ADayWithoutWomen https:\/\/t.co\/YHYoRt8312"
839699701247074304,sexism,"adaywithoutwomen, ",RT @Bennettruth: Real feminists don't play hooky. #adaywithoutwomen https:\/\/t.co\/dz5QsD5sr3
847156833794117633,sexism,,"I loved you like a man loves a woman he never touches, only writes to, keeps little photographs of."
839651663350648832,sexism,"ADayWithoutWomen, WomenForTrump, MAGA, ",RT @tteegar: I'll pass on  #ADayWithoutWomen\n\n\ud83d\udc95Real women don't abandon their responsibilities\ud83d\udc95\n\n\ud83c\udf38 #WomenForTrump \ud83c\udf38\n\u2764\ufe0f\ud83c\uddfa\ud83c\uddf8#MAGA \ud83c\uddfa\ud83c\uddf8\u2764\ufe0f\n\n\ud83d\udc8b.@Just\u2026
839603121106083841,sexism,"ADayWithoutWomen, WomenForTrump, MAGA, ",RT @tteegar: I'll pass on  #ADayWithoutWomen\n\n\ud83d\udc95Real women don't abandon their responsibilities\ud83d\udc95\n\n\ud83c\udf38 #WomenForTrump \ud83c\udf38\n\u2764\ufe0f\ud83c\uddfa\ud83c\uddf8#MAGA \ud83c\uddfa\ud83c\uddf8\u2764\ufe0f\n\n\ud83d\udc8b.@Just\u2026
839596803821604865,sexism,"adaywithoutwomen, ",RT @Bennettruth: Real feminists don't play hooky. #adaywithoutwomen https:\/\/t.co\/dz5QsD5sr3
847143436788666368,sexism,,RT @DonOf_NikeTown: I know her.. RT @Stone_Marley: Nothing like a man fine women with pretty feet in a great pair of shoes!
839908369381011456,sexism,"ADayWithoutWomen, ",RT @ConstanceQueen8: #ADayWithoutWomen Trump Women\nThink Differently\nDon't Neglect Responsibilities \nDon't Whine &amp; Complain\nRecognize &amp; Che\u2026
839899484385603585,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839777048440811520,sexism,"InternationalWomensDay, ADayWithoutWomen, ",RT @scrowder: What will we do without feminists?! #InternationalWomensDay #ADayWithoutWomen &gt;&gt; https:\/\/t.co\/5kEWwEHJ6f https:\/\/t.co\/Y6iZa3A\u2026
839628125541646336,sexism,"adaywithoutwomen, ","RT @NotDoneWinning: #adaywithoutwomen \nThis needs to be changed to \""A day without Third Wave Feminists\""\n\nReal women will be working. \n#Wome\u2026"
839586398181158918,sexism,"adaywithoutwomen, ",RT @girlsreallyrule: The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #Ligh\u2026
839606963801554944,sexism,"adaywithoutwomen, ",RT @girlsreallyrule: The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #Ligh\u2026
839901866897129473,sexism,"ScienceFiction, womensday, ",#ScienceFiction would be unrecognizable without women https:\/\/t.co\/s9wCU8VG23 #womensday https:\/\/t.co\/WeR5TKfrIF
846830761361715201,sexism,,RT @scarletmonahan: I liked a @YouTube video from @scarletmonahan https:\/\/t.co\/HfTiFLfcqw You've got a strong grip for a girl
839902340748623872,sexism,"ScienceFiction, womensday, ",RT @CarrieLynnLand: #ScienceFiction would be unrecognizable without women https:\/\/t.co\/s9wCU8VG23 #womensday https:\/\/t.co\/WeR5TKfrIF
839842780717461504,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839867155172610048,sexism,,"RT @SyedSaddiq: \""BEHIND every successful man, there's a woman\"".\n\nI disagree.\n\nIt's \""NEXT to every successful man, there's a woman\""\n\n#KamiSo\u2026"
839932243636256768,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839917905202524166,sexism,"freeBiafra, WomensDay, ","RT @realACJoshua: \""We can't be here without the participation of women and girls\"" - #freeBiafra @Amaka_Ekwo on #WomensDay"
839851578387488768,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839613211993387009,sexism,"adaywithoutwomen, ",RT @Bennettruth: Real feminists don't play hooky. #adaywithoutwomen https:\/\/t.co\/dz5QsD5sr3
837979754955300864,sexism,,RT @AliaImanHMS: Everybody knows that every girl should only want to marry a (sane) man as good as her (sane) father. Nobody can top a girl\u2026
839750266442305536,sexism,"adaywithoutwomen, ",RT @LeahRBoss: #adaywithoutwomen will demonstrate to your family and your boss that your emotions are more important than your responsibili\u2026
839643754956935168,sexism,"InternationalWomensDay, ADayWithoutWomen, ",RT @scrowder: What will we do without feminists?! #InternationalWomensDay #ADayWithoutWomen &gt;&gt; https:\/\/t.co\/5kEWwEHJ6f https:\/\/t.co\/Y6iZa3A\u2026
839871122791362561,sexism,,"RT @SriSri: Women possess a unique combination of will,determination &amp; emotions.They can protect,support &amp; uplift the family &amp; society.Happ\u2026"
839900407224807425,sexism,,RT @Zaydan_Khan: SHE is Mother.\nSHE is Sister.\nSHE is Daughter.\nSHE can b a father\nSHe can b a Brother \nSHE can b a Son\nSHE IS POWER!!!!\n#p\u2026
839577715279818752,sexism,"ADayWithoutWomen, ",RT @SarcasticRover: I wouldn't have made it to Mars without women. \n\n#ADayWithoutWomen is a day without Curiosity. https:\/\/t.co\/yLTJCGAaqj
839595320975601664,sexism,"ADayWithoutWomen, ","RT @KazeSkyz: \""The reason liberal women are liberal is because they have to date liberal men\"" \n\n-@AnnCoulter\n\n#ADayWithoutWomen @anntensity"
839654749611819008,sexism,"adaywithoutwomen, ",RT @girlsreallyrule: The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #Ligh\u2026
839841879558512640,sexism,,"RT @SriSri: Women possess a unique combination of will,determination &amp; emotions.They can protect,support &amp; uplift the family &amp; society.Happ\u2026"
839867421284519937,sexism,,"RT @fahriafahri: Women aren't created weaker than men. Women are created stronger to teach &amp; LOVE us. Without Women, everyone's nothing. #I\u2026"
839580869610225664,sexism,"ADayWithoutWomen, ","RT @KazeSkyz: \""The reason liberal women are liberal is because they have to date liberal men\"" \n\n-@AnnCoulter\n\n#ADayWithoutWomen @anntensity"
839655835815002112,sexism,"ADayWithoutWomen, WomenForTrump, MAGA, ",RT @tteegar: I'll pass on  #ADayWithoutWomen\n\n\ud83d\udc95Real women don't abandon their responsibilities\ud83d\udc95\n\n\ud83c\udf38 #WomenForTrump \ud83c\udf38\n\u2764\ufe0f\ud83c\uddfa\ud83c\uddf8#MAGA \ud83c\uddfa\ud83c\uddf8\u2764\ufe0f\n\n\ud83d\udc8b.@Just\u2026
839883279377526784,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839860173917270016,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839916919444672515,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
838027852880674817,sexism,,Women a good man is as hard to find as you have heard... But Good women are everywhere!
839927188711436289,sexism,"womensday, ","RT @FekuLeaks: .@narendramodi Saluting the indomitable spirit, determination &amp; dedication of Nari Shakti on International #womensday #TheGr\u2026"
839696473516294146,sexism,"InternationalWomensDay, adaywithoutwomen, AddAWomanImproveAQuote, ","RT @Uvuvevwewevwe: In a world full of Kardashians, be an Ivanka \n#InternationalWomensDay #adaywithoutwomen #AddAWomanImproveAQuote https:\/\/\u2026"
839549340934782976,sexism,,"For the love of a woman, visceral and tender and primitive and fierce. \nFor the love of every woman"
839583822551347200,sexism,"ADayWithoutWomen, WomenForTrump, MAGA, ",RT @tteegar: I'll pass on  #ADayWithoutWomen\n\n\ud83d\udc95Real women don't abandon their responsibilities\ud83d\udc95\n\n\ud83c\udf38 #WomenForTrump \ud83c\udf38\n\u2764\ufe0f\ud83c\uddfa\ud83c\uddf8#MAGA \ud83c\uddfa\ud83c\uddf8\u2764\ufe0f\n\n\ud83d\udc8b.@Just\u2026
839388084093399040,sexism,,"RT @xanria_00018: Lucky is the man who is the first love of a woman, but luckier is the woman who is the last love of a man.\n#DTBYSinagMeet\u2026"
839653920083423234,sexism,"adaywithoutwomen, ",RT @Bennettruth: Real feminists don't play hooky. #adaywithoutwomen https:\/\/t.co\/dz5QsD5sr3
839639017905926145,sexism,"ADayWithoutWomen, WomenForTrump, MAGA, ",RT @tteegar: I'll pass on  #ADayWithoutWomen\n\n\ud83d\udc95Real women don't abandon their responsibilities\ud83d\udc95\n\n\ud83c\udf38 #WomenForTrump \ud83c\udf38\n\u2764\ufe0f\ud83c\uddfa\ud83c\uddf8#MAGA \ud83c\uddfa\ud83c\uddf8\u2764\ufe0f\n\n\ud83d\udc8b.@Just\u2026
839871308368338945,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839834279957901312,sexism,,"RT AuroraMag: \""Let\u2019s talk about how a girl\u2019s brain is as good as a boy\u2019s. That a man need not fear his wife\u2019s incom\u2026 https:\/\/t.co\/Ythv294d4l"
839608528939663361,sexism,"ADayWithoutWomen, ",RT @ConstanceQueen8: #ADayWithoutWomen Trump Women\nThink Differently\nDon't Neglect Responsibilities \nDon't Whine &amp; Complain\nRecognize &amp; Che\u2026
839589112558530564,sexism,"adaywithoutwomen, ",RT @girlsreallyrule: The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #Ligh\u2026
839845479215169536,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839865178921512960,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839860784939204609,sexism,"womensday, ","RT @GemmaAnneStyles: Happy #womensday to all my sassy women, classy women, nasty women \ud83d\udc8b\ud83d\udc67\ud83c\udffe\ud83d\udc96\ud83d\udc69\ud83c\udffc\u200d\ud83d\udd2c\ud83d\udc44\ud83d\udc75\ud83c\udffc my fine women, alive women, gonna fight\u2026"
839838967902126081,sexism,"WomensDay, ","RT @aliaa08: Launching the #WomensDay emoticon &amp; summing it up with my fav quote, Let her sleep for when she wakes, she will move mountains\u2026"
839589595100639232,sexism,"ADayWithoutWomen, ",RT @ConstanceQueen8: #ADayWithoutWomen Trump Women\nThink Differently\nDon't Neglect Responsibilities \nDon't Whine &amp; Complain\nRecognize &amp; Che\u2026
